filepath,label
data/raw/Training\glioma\Tr-gl_1269.jpg,glioma
data/raw/Training\notumor\Tr-no_325.jpg,notumor
data/raw/Training\meningioma\Tr-me_915.jpg,meningioma
data/raw/Training\glioma\Tr-gl_944.jpg,glioma
data/raw/Training\glioma\Tr-gl_623.jpg,glioma
data/raw/Training\meningioma\Tr-aug-me_81.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1323.jpg,pituitary
data/raw/Training\meningioma\Tr-aug-me_39.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1302.jpg,glioma
data/raw/Training\pituitary\Tr-pi_680.jpg,pituitary
data/raw/Training\meningioma\Tr-me_301.jpg,meningioma
data/raw/Training\notumor\Tr-no_880.jpg,notumor
data/raw/Training\pituitary\Tr-pi_1156.jpg,pituitary
data/raw/Training\notumor\Tr-no_1382.jpg,notumor
data/raw/Training\pituitary\Tr-pi_1085.jpg,pituitary
data/raw/Training\meningioma\Tr-me_434.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1038.jpg,pituitary
data/raw/Training\notumor\Tr-no_1048.jpg,notumor
data/raw/Training\notumor\Tr-no_19.jpg,notumor
data/raw/Training\notumor\Tr-no_509.jpg,notumor
data/raw/Training\notumor\Tr-no_651.jpg,notumor
data/raw/Training\meningioma\Tr-me_229.jpg,meningioma
data/raw/Training\meningioma\Tr-me_340.jpg,meningioma
data/raw/Training\notumor\Tr-no_1012.jpg,notumor
data/raw/Training\pituitary\Tr-pi_909.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_413.jpg,pituitary
data/raw/Training\glioma\Tr-gl_9.jpg,glioma
data/raw/Training\glioma\Tr-gl_127.jpg,glioma
data/raw/Training\notumor\Tr-no_934.jpg,notumor
data/raw/Training\notumor\Tr-no_1209.jpg,notumor
data/raw/Training\meningioma\Tr-me_1169.jpg,meningioma
data/raw/Training\notumor\Tr-no_1076.jpg,notumor
data/raw/Training\notumor\Tr-no_743.jpg,notumor
data/raw/Training\meningioma\Tr-me_302.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1076.jpg,pituitary
data/raw/Training\notumor\Tr-no_870.jpg,notumor
data/raw/Training\pituitary\Tr-pi_1363.jpg,pituitary
data/raw/Training\glioma\Tr-gl_695.jpg,glioma
data/raw/Training\pituitary\Tr-pi_545.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_1170.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_1183.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1031.jpg,glioma
data/raw/Training\meningioma\Tr-me_596.jpg,meningioma
data/raw/Training\meningioma\Tr-me_140.jpg,meningioma
data/raw/Training\meningioma\Tr-me_1115.jpg,meningioma
data/raw/Training\notumor\Tr-no_811.jpg,notumor
data/raw/Training\glioma\Tr-gl_332.jpg,glioma
data/raw/Training\glioma\Tr-gl_909.jpg,glioma
data/raw/Training\notumor\Tr-no_1325.jpg,notumor
data/raw/Training\meningioma\Tr-me_673.jpg,meningioma
data/raw/Training\glioma\Tr-gl_939.jpg,glioma
data/raw/Training\glioma\Tr-gl_338.jpg,glioma
data/raw/Training\meningioma\Tr-me_365.jpg,meningioma
data/raw/Training\notumor\Tr-no_823.jpg,notumor
data/raw/Training\glioma\Tr-gl_1239.jpg,glioma
data/raw/Training\glioma\Tr-gl_818.jpg,glioma
data/raw/Training\meningioma\Tr-me_763.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1.jpg,pituitary
data/raw/Training\notumor\Tr-no_329.jpg,notumor
data/raw/Training\meningioma\Tr-me_447.jpg,meningioma
data/raw/Training\glioma\Tr-gl_241.jpg,glioma
data/raw/Training\notumor\Tr-no_765.jpg,notumor
data/raw/Training\meningioma\Tr-me_243.jpg,meningioma
data/raw/Training\notumor\Tr-no_31.jpg,notumor
data/raw/Training\pituitary\Tr-pi_1173.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_1286.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1241.jpg,glioma
data/raw/Training\glioma\Tr-gl_1023.jpg,glioma
data/raw/Training\notumor\Tr-no_355.jpg,notumor
data/raw/Training\glioma\Tr-gl_601.jpg,glioma
data/raw/Training\pituitary\Tr-pi_868.jpg,pituitary
data/raw/Training\notumor\Tr-no_801.jpg,notumor
data/raw/Training\pituitary\Tr-pi_241.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_60.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_1298.jpg,pituitary
data/raw/Training\glioma\Tr-gl_564.jpg,glioma
data/raw/Training\notumor\Tr-no_451.jpg,notumor
data/raw/Training\pituitary\Tr-pi_290.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_522.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1267.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1385.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_899.jpg,pituitary
data/raw/Training\notumor\Tr-no_304.jpg,notumor
data/raw/Training\pituitary\Tr-pi_806.jpg,pituitary
data/raw/Training\meningioma\Tr-aug-me_73.jpg,meningioma
data/raw/Training\notumor\Tr-no_132.jpg,notumor
data/raw/Training\pituitary\Tr-pi_496.jpg,pituitary
data/raw/Training\glioma\Tr-gl_763.jpg,glioma
data/raw/Training\pituitary\Tr-pi_721.jpg,pituitary
data/raw/Training\notumor\Tr-no_1379.jpg,notumor
data/raw/Training\glioma\Tr-gl_1294.jpg,glioma
data/raw/Training\notumor\Tr-no_394.jpg,notumor
data/raw/Training\glioma\Tr-gl_146.jpg,glioma
data/raw/Training\notumor\Tr-no_941.jpg,notumor
data/raw/Training\notumor\Tr-no_716.jpg,notumor
data/raw/Training\glioma\Tr-gl_78.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1308.jpg,pituitary
data/raw/Training\glioma\Tr-gl_110.jpg,glioma
data/raw/Training\meningioma\Tr-me_663.jpg,meningioma
data/raw/Training\glioma\Tr-gl_187.jpg,glioma
data/raw/Training\notumor\Tr-no_643.jpg,notumor
data/raw/Training\notumor\Tr-no_996.jpg,notumor
data/raw/Training\glioma\Tr-gl_915.jpg,glioma
data/raw/Training\meningioma\Tr-me_278.jpg,meningioma
data/raw/Training\glioma\Tr-gl_201.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1094.jpg,pituitary
data/raw/Training\glioma\Tr-gl_392.jpg,glioma
data/raw/Training\notumor\Tr-no_1053.jpg,notumor
data/raw/Training\meningioma\Tr-me_929.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_167.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_566.jpg,pituitary
data/raw/Training\glioma\Tr-gl_441.jpg,glioma
data/raw/Training\pituitary\Tr-pi_186.jpg,pituitary
data/raw/Training\notumor\Tr-no_544.jpg,notumor
data/raw/Training\glioma\Tr-gl_914.jpg,glioma
data/raw/Training\meningioma\Tr-me_197.jpg,meningioma
data/raw/Training\glioma\Tr-gl_532.jpg,glioma
data/raw/Training\pituitary\Tr-pi_292.jpg,pituitary
data/raw/Training\notumor\Tr-no_958.jpg,notumor
data/raw/Training\pituitary\Tr-pi_889.jpg,pituitary
data/raw/Training\meningioma\Tr-me_70.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1199.jpg,pituitary
data/raw/Training\glioma\Tr-gl_355.jpg,glioma
data/raw/Training\glioma\Tr-gl_786.jpg,glioma
data/raw/Training\glioma\Tr-gl_699.jpg,glioma
data/raw/Training\notumor\Tr-no_895.jpg,notumor
data/raw/Training\glioma\Tr-gl_686.jpg,glioma
data/raw/Training\glioma\Tr-gl_1171.jpg,glioma
data/raw/Training\meningioma\Tr-aug-me_56.jpg,meningioma
data/raw/Training\glioma\Tr-gl_844.jpg,glioma
data/raw/Training\notumor\Tr-no_930.jpg,notumor
data/raw/Training\meningioma\Tr-me_326.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_238.jpg,pituitary
data/raw/Training\glioma\Tr-gl_531.jpg,glioma
data/raw/Training\pituitary\Tr-pi_32.jpg,pituitary
data/raw/Training\meningioma\Tr-me_888.jpg,meningioma
data/raw/Training\meningioma\Tr-me_51.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1064.jpg,pituitary
data/raw/Training\notumor\Tr-no_548.jpg,notumor
data/raw/Training\notumor\Tr-no_511.jpg,notumor
data/raw/Training\notumor\Tr-no_241.jpg,notumor
data/raw/Training\notumor\Tr-no_1165.jpg,notumor
data/raw/Training\notumor\Tr-no_143.jpg,notumor
data/raw/Training\pituitary\Tr-pi_845.jpg,pituitary
data/raw/Training\notumor\Tr-no_1037.jpg,notumor
data/raw/Training\notumor\Tr-no_763.jpg,notumor
data/raw/Training\glioma\Tr-gl_694.jpg,glioma
data/raw/Training\meningioma\Tr-me_787.jpg,meningioma
data/raw/Training\meningioma\Tr-me_592.jpg,meningioma
data/raw/Training\notumor\Tr-no_488.jpg,notumor
data/raw/Training\meningioma\Tr-me_917.jpg,meningioma
data/raw/Training\meningioma\Tr-aug-me_30.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_470.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_626.jpg,pituitary
data/raw/Training\meningioma\Tr-me_1253.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1231.jpg,glioma
data/raw/Training\notumor\Tr-no_337.jpg,notumor
data/raw/Training\glioma\Tr-gl_675.jpg,glioma
data/raw/Training\glioma\Tr-gl_611.jpg,glioma
data/raw/Training\notumor\Tr-no_623.jpg,notumor
data/raw/Training\notumor\Tr-no_722.jpg,notumor
data/raw/Training\meningioma\Tr-me_1082.jpg,meningioma
data/raw/Training\meningioma\Tr-me_1167.jpg,meningioma
data/raw/Training\notumor\Tr-no_690.jpg,notumor
data/raw/Training\notumor\Tr-no_1039.jpg,notumor
data/raw/Training\meningioma\Tr-me_1288.jpg,meningioma
data/raw/Training\glioma\Tr-gl_635.jpg,glioma
data/raw/Training\meningioma\Tr-me_585.jpg,meningioma
data/raw/Training\meningioma\Tr-me_298.jpg,meningioma
data/raw/Training\notumor\Tr-no_1276.jpg,notumor
data/raw/Training\pituitary\Tr-pi_494.jpg,pituitary
data/raw/Training\notumor\Tr-no_423.jpg,notumor
data/raw/Training\meningioma\Tr-me_624.jpg,meningioma
data/raw/Training\meningioma\Tr-me_993.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_578.jpg,pituitary
data/raw/Training\meningioma\Tr-me_992.jpg,meningioma
data/raw/Training\notumor\Tr-no_18.jpg,notumor
data/raw/Training\notumor\Tr-no_1101.jpg,notumor
data/raw/Training\meningioma\Tr-me_670.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1235.jpg,glioma
data/raw/Training\pituitary\Tr-pi_663.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_420.jpg,pituitary
data/raw/Training\glioma\Tr-gl_824.jpg,glioma
data/raw/Training\meningioma\Tr-me_1269.jpg,meningioma
data/raw/Training\meningioma\Tr-me_1201.jpg,meningioma
data/raw/Training\meningioma\Tr-me_1117.jpg,meningioma
data/raw/Training\notumor\Tr-no_1105.jpg,notumor
data/raw/Training\pituitary\Tr-pi_884.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_614.jpg,pituitary
data/raw/Training\meningioma\Tr-me_442.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1062.jpg,glioma
data/raw/Training\pituitary\Tr-pi_366.jpg,pituitary
data/raw/Training\notumor\Tr-no_1085.jpg,notumor
data/raw/Training\meningioma\Tr-me_639.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1361.jpg,glioma
data/raw/Training\glioma\Tr-gl_407.jpg,glioma
data/raw/Training\glioma\Tr-gl_741.jpg,glioma
data/raw/Training\pituitary\Tr-pi_395.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_766.jpg,pituitary
data/raw/Training\notumor\Tr-no_332.jpg,notumor
data/raw/Training\glioma\Tr-gl_1280.jpg,glioma
data/raw/Training\notumor\Tr-no_302.jpg,notumor
data/raw/Training\pituitary\Tr-pi_561.jpg,pituitary
data/raw/Training\notumor\Tr-no_357.jpg,notumor
data/raw/Training\glioma\Tr-gl_506.jpg,glioma
data/raw/Training\notumor\Tr-no_349.jpg,notumor
data/raw/Training\pituitary\Tr-pi_1035.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1263.jpg,glioma
data/raw/Training\meningioma\Tr-me_465.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_651.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_933.jpg,pituitary
data/raw/Training\meningioma\Tr-me_928.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_483.jpg,pituitary
data/raw/Training\meningioma\Tr-me_110.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1135.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_372.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_89.jpg,pituitary
data/raw/Training\notumor\Tr-no_127.jpg,notumor
data/raw/Training\notumor\Tr-no_1120.jpg,notumor
data/raw/Training\pituitary\Tr-pi_1359.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1033.jpg,glioma
data/raw/Training\meningioma\Tr-me_488.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1131.jpg,glioma
data/raw/Training\pituitary\Tr-pi_198.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_838.jpg,pituitary
data/raw/Training\notumor\Tr-no_139.jpg,notumor
data/raw/Training\meningioma\Tr-me_310.jpg,meningioma
data/raw/Training\glioma\Tr-gl_374.jpg,glioma
data/raw/Training\meningioma\Tr-me_985.jpg,meningioma
data/raw/Training\notumor\Tr-no_364.jpg,notumor
data/raw/Training\notumor\Tr-no_587.jpg,notumor
data/raw/Training\meningioma\Tr-me_804.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_218.jpg,pituitary
data/raw/Training\meningioma\Tr-me_1186.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1156.jpg,glioma
data/raw/Training\meningioma\Tr-me_1181.jpg,meningioma
data/raw/Training\notumor\Tr-no_695.jpg,notumor
data/raw/Training\notumor\Tr-no_997.jpg,notumor
data/raw/Training\meningioma\Tr-me_461.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_842.jpg,pituitary
data/raw/Training\glioma\Tr-gl_684.jpg,glioma
data/raw/Training\meningioma\Tr-me_178.jpg,meningioma
data/raw/Training\meningioma\Tr-me_544.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1381.jpg,glioma
data/raw/Training\pituitary\Tr-pi_382.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1102.jpg,glioma
data/raw/Training\pituitary\Tr-pi_465.jpg,pituitary
data/raw/Training\notumor\Tr-no_1175.jpg,notumor
data/raw/Training\glioma\Tr-gl_64.jpg,glioma
data/raw/Training\glioma\Tr-gl_1198.jpg,glioma
data/raw/Training\glioma\Tr-gl_1138.jpg,glioma
data/raw/Training\glioma\Tr-gl_862.jpg,glioma
data/raw/Training\notumor\Tr-no_992.jpg,notumor
data/raw/Training\glioma\Tr-gl_128.jpg,glioma
data/raw/Training\meningioma\Tr-me_904.jpg,meningioma
data/raw/Training\glioma\Tr-gl_84.jpg,glioma
data/raw/Training\glioma\Tr-gl_713.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1269.jpg,pituitary
data/raw/Training\meningioma\Tr-me_15.jpg,meningioma
data/raw/Training\meningioma\Tr-aug-me_49.jpg,meningioma
data/raw/Training\notumor\Tr-no_625.jpg,notumor
data/raw/Training\glioma\Tr-gl_1064.jpg,glioma
data/raw/Training\meningioma\Tr-aug-me_87.jpg,meningioma
data/raw/Training\meningioma\Tr-me_115.jpg,meningioma
data/raw/Training\glioma\Tr-gl_668.jpg,glioma
data/raw/Training\meningioma\Tr-me_484.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1373.jpg,pituitary
data/raw/Training\meningioma\Tr-me_733.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1022.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_457.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_374.jpg,pituitary
data/raw/Training\notumor\Tr-no_666.jpg,notumor
data/raw/Training\meningioma\Tr-me_965.jpg,meningioma
data/raw/Training\meningioma\Tr-me_320.jpg,meningioma
data/raw/Training\glioma\Tr-gl_644.jpg,glioma
data/raw/Training\glioma\Tr-gl_460.jpg,glioma
data/raw/Training\notumor\Tr-no_939.jpg,notumor
data/raw/Training\glioma\Tr-gl_693.jpg,glioma
data/raw/Training\glioma\Tr-gl_304.jpg,glioma
data/raw/Training\glioma\Tr-gl_593.jpg,glioma
data/raw/Training\glioma\Tr-gl_720.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1262.jpg,pituitary
data/raw/Training\notumor\Tr-no_669.jpg,notumor
data/raw/Training\notumor\Tr-no_655.jpg,notumor
data/raw/Training\pituitary\Tr-pi_915.jpg,pituitary
data/raw/Training\notumor\Tr-no_829.jpg,notumor
data/raw/Training\meningioma\Tr-me_753.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1358.jpg,glioma
data/raw/Training\meningioma\Tr-me_552.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_995.jpg,pituitary
data/raw/Training\notumor\Tr-no_251.jpg,notumor
data/raw/Training\meningioma\Tr-me_474.jpg,meningioma
data/raw/Training\notumor\Tr-no_1007.jpg,notumor
data/raw/Training\glioma\Tr-gl_758.jpg,glioma
data/raw/Training\notumor\Tr-no_1370.jpg,notumor
data/raw/Training\glioma\Tr-gl_15.jpg,glioma
data/raw/Training\notumor\Tr-no_1181.jpg,notumor
data/raw/Training\pituitary\Tr-pi_479.jpg,pituitary
data/raw/Training\glioma\Tr-gl_972.jpg,glioma
data/raw/Training\notumor\Tr-no_37.jpg,notumor
data/raw/Training\glioma\Tr-gl_855.jpg,glioma
data/raw/Training\pituitary\Tr-pi_820.jpg,pituitary
data/raw/Training\notumor\Tr-no_1137.jpg,notumor
data/raw/Training\meningioma\Tr-me_1237.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_46.jpg,pituitary
data/raw/Training\notumor\Tr-no_1394.jpg,notumor
data/raw/Training\pituitary\Tr-pi_1353.jpg,pituitary
data/raw/Training\meningioma\Tr-me_199.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1155.jpg,glioma
data/raw/Training\meningioma\Tr-me_805.jpg,meningioma
data/raw/Training\meningioma\Tr-me_1227.jpg,meningioma
data/raw/Training\meningioma\Tr-me_239.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1051.jpg,glioma
data/raw/Training\notumor\Tr-no_50.jpg,notumor
data/raw/Training\pituitary\Tr-pi_1174.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_228.jpg,pituitary
data/raw/Training\meningioma\Tr-me_1120.jpg,meningioma
data/raw/Training\notumor\Tr-no_1238.jpg,notumor
data/raw/Training\meningioma\Tr-me_206.jpg,meningioma
data/raw/Training\notumor\Tr-no_237.jpg,notumor
data/raw/Training\notumor\Tr-no_185.jpg,notumor
data/raw/Training\glioma\Tr-gl_131.jpg,glioma
data/raw/Training\glioma\Tr-gl_1134.jpg,glioma
data/raw/Training\glioma\Tr-gl_1067.jpg,glioma
data/raw/Training\glioma\Tr-gl_518.jpg,glioma
data/raw/Training\glioma\Tr-gl_296.jpg,glioma
data/raw/Training\glioma\Tr-gl_503.jpg,glioma
data/raw/Training\notumor\Tr-no_1083.jpg,notumor
data/raw/Training\meningioma\Tr-me_1267.jpg,meningioma
data/raw/Training\notumor\Tr-no_23.jpg,notumor
data/raw/Training\pituitary\Tr-pi_1312.jpg,pituitary
data/raw/Training\glioma\Tr-gl_459.jpg,glioma
data/raw/Training\meningioma\Tr-me_620.jpg,meningioma
data/raw/Training\meningioma\Tr-me_318.jpg,meningioma
data/raw/Training\notumor\Tr-no_1327.jpg,notumor
data/raw/Training\notumor\Tr-no_710.jpg,notumor
data/raw/Training\glioma\Tr-gl_589.jpg,glioma
data/raw/Training\glioma\Tr-gl_383.jpg,glioma
data/raw/Training\meningioma\Tr-me_56.jpg,meningioma
data/raw/Training\glioma\Tr-gl_723.jpg,glioma
data/raw/Training\glioma\Tr-gl_119.jpg,glioma
data/raw/Training\glioma\Tr-gl_743.jpg,glioma
data/raw/Training\pituitary\Tr-pi_584.jpg,pituitary
data/raw/Training\meningioma\Tr-me_1168.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_989.jpg,pituitary
data/raw/Training\glioma\Tr-gl_787.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1188.jpg,pituitary
data/raw/Training\notumor\Tr-no_897.jpg,notumor
data/raw/Training\glioma\Tr-gl_583.jpg,glioma
data/raw/Training\pituitary\Tr-pi_824.jpg,pituitary
data/raw/Training\meningioma\Tr-me_662.jpg,meningioma
data/raw/Training\glioma\Tr-gl_25.jpg,glioma
data/raw/Training\notumor\Tr-no_851.jpg,notumor
data/raw/Training\glioma\Tr-gl_1177.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1101.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_1311.jpg,pituitary
data/raw/Training\glioma\Tr-gl_111.jpg,glioma
data/raw/Training\glioma\Tr-gl_249.jpg,glioma
data/raw/Training\glioma\Tr-gl_711.jpg,glioma
data/raw/Training\meningioma\Tr-me_181.jpg,meningioma
data/raw/Training\meningioma\Tr-me_322.jpg,meningioma
data/raw/Training\glioma\Tr-gl_725.jpg,glioma
data/raw/Training\pituitary\Tr-pi_507.jpg,pituitary
data/raw/Training\notumor\Tr-no_653.jpg,notumor
data/raw/Training\meningioma\Tr-me_1129.jpg,meningioma
data/raw/Training\glioma\Tr-gl_541.jpg,glioma
data/raw/Training\notumor\Tr-no_983.jpg,notumor
data/raw/Training\meningioma\Tr-me_137.jpg,meningioma
data/raw/Training\meningioma\Tr-aug-me_24.jpg,meningioma
data/raw/Training\meningioma\Tr-me_1123.jpg,meningioma
data/raw/Training\glioma\Tr-gl_277.jpg,glioma
data/raw/Training\meningioma\Tr-me_872.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_223.jpg,pituitary
data/raw/Training\glioma\Tr-gl_561.jpg,glioma
data/raw/Training\glioma\Tr-gl_964.jpg,glioma
data/raw/Training\glioma\Tr-gl_287.jpg,glioma
data/raw/Training\notumor\Tr-no_456.jpg,notumor
data/raw/Training\glioma\Tr-gl_1008.jpg,glioma
data/raw/Training\meningioma\Tr-me_943.jpg,meningioma
data/raw/Training\notumor\Tr-no_850.jpg,notumor
data/raw/Training\pituitary\Tr-pi_121.jpg,pituitary
data/raw/Training\notumor\Tr-no_1173.jpg,notumor
data/raw/Training\glioma\Tr-gl_571.jpg,glioma
data/raw/Training\meningioma\Tr-me_482.jpg,meningioma
data/raw/Training\notumor\Tr-no_1352.jpg,notumor
data/raw/Training\notumor\Tr-no_428.jpg,notumor
data/raw/Training\pituitary\Tr-pi_1002.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_283.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1011.jpg,glioma
data/raw/Training\notumor\Tr-no_910.jpg,notumor
data/raw/Training\glioma\Tr-gl_683.jpg,glioma
data/raw/Training\notumor\Tr-no_155.jpg,notumor
data/raw/Training\glioma\Tr-gl_1305.jpg,glioma
data/raw/Training\pituitary\Tr-pi_49.jpg,pituitary
data/raw/Training\meningioma\Tr-me_728.jpg,meningioma
data/raw/Training\glioma\Tr-gl_202.jpg,glioma
data/raw/Training\glioma\Tr-gl_49.jpg,glioma
data/raw/Training\pituitary\Tr-pi_775.jpg,pituitary
data/raw/Training\glioma\Tr-gl_587.jpg,glioma
data/raw/Training\pituitary\Tr-pi_872.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_1102.jpg,pituitary
data/raw/Training\meningioma\Tr-me_183.jpg,meningioma
data/raw/Training\notumor\Tr-no_1056.jpg,notumor
data/raw/Training\glioma\Tr-gl_360.jpg,glioma
data/raw/Training\meningioma\Tr-me_305.jpg,meningioma
data/raw/Training\glioma\Tr-gl_398.jpg,glioma
data/raw/Training\glioma\Tr-gl_1327.jpg,glioma
data/raw/Training\notumor\Tr-no_327.jpg,notumor
data/raw/Training\notumor\Tr-no_318.jpg,notumor
data/raw/Training\notumor\Tr-no_667.jpg,notumor
data/raw/Training\notumor\Tr-no_362.jpg,notumor
data/raw/Training\notumor\Tr-no_507.jpg,notumor
data/raw/Training\pituitary\Tr-pi_1074.jpg,pituitary
data/raw/Training\glioma\Tr-gl_838.jpg,glioma
data/raw/Training\notumor\Tr-no_887.jpg,notumor
data/raw/Training\glioma\Tr-gl_663.jpg,glioma
data/raw/Training\meningioma\Tr-me_296.jpg,meningioma
data/raw/Training\glioma\Tr-gl_431.jpg,glioma
data/raw/Training\notumor\Tr-no_238.jpg,notumor
data/raw/Training\meningioma\Tr-me_237.jpg,meningioma
data/raw/Training\meningioma\Tr-me_794.jpg,meningioma
data/raw/Training\glioma\Tr-gl_488.jpg,glioma
data/raw/Training\meningioma\Tr-me_713.jpg,meningioma
data/raw/Training\glioma\Tr-gl_548.jpg,glioma
data/raw/Training\notumor\Tr-no_358.jpg,notumor
data/raw/Training\meningioma\Tr-aug-me_97.jpg,meningioma
data/raw/Training\glioma\Tr-gl_99.jpg,glioma
data/raw/Training\glioma\Tr-gl_597.jpg,glioma
data/raw/Training\notumor\Tr-no_1079.jpg,notumor
data/raw/Training\pituitary\Tr-pi_696.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_190.jpg,pituitary
data/raw/Training\meningioma\Tr-me_158.jpg,meningioma
data/raw/Training\notumor\Tr-no_1214.jpg,notumor
data/raw/Training\glioma\Tr-gl_558.jpg,glioma
data/raw/Training\glioma\Tr-gl_476.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1362.jpg,pituitary
data/raw/Training\meningioma\Tr-me_495.jpg,meningioma
data/raw/Training\notumor\Tr-no_1136.jpg,notumor
data/raw/Training\notumor\Tr-no_22.jpg,notumor
data/raw/Training\notumor\Tr-no_1021.jpg,notumor
data/raw/Training\notumor\Tr-no_732.jpg,notumor
data/raw/Training\pituitary\Tr-pi_203.jpg,pituitary
data/raw/Training\notumor\Tr-no_1060.jpg,notumor
data/raw/Training\glioma\Tr-gl_688.jpg,glioma
data/raw/Training\pituitary\Tr-pi_654.jpg,pituitary
data/raw/Training\glioma\Tr-gl_757.jpg,glioma
data/raw/Training\glioma\Tr-gl_369.jpg,glioma
data/raw/Training\meningioma\Tr-me_1243.jpg,meningioma
data/raw/Training\notumor\Tr-no_53.jpg,notumor
data/raw/Training\notumor\Tr-no_1306.jpg,notumor
data/raw/Training\glioma\Tr-gl_640.jpg,glioma
data/raw/Training\pituitary\Tr-pi_639.jpg,pituitary
data/raw/Training\glioma\Tr-gl_873.jpg,glioma
data/raw/Training\notumor\Tr-no_1317.jpg,notumor
data/raw/Training\meningioma\Tr-me_986.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_136.jpg,pituitary
data/raw/Training\notumor\Tr-no_1293.jpg,notumor
data/raw/Training\meningioma\Tr-me_981.jpg,meningioma
data/raw/Training\glioma\Tr-gl_805.jpg,glioma
data/raw/Training\notumor\Tr-no_1376.jpg,notumor
data/raw/Training\glioma\Tr-gl_816.jpg,glioma
data/raw/Training\glioma\Tr-gl_1027.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1089.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_583.jpg,pituitary
data/raw/Training\notumor\Tr-no_1129.jpg,notumor
data/raw/Training\pituitary\Tr-pi_472.jpg,pituitary
data/raw/Training\notumor\Tr-no_444.jpg,notumor
data/raw/Training\glioma\Tr-gl_1018.jpg,glioma
data/raw/Training\glioma\Tr-gl_292.jpg,glioma
data/raw/Training\glioma\Tr-gl_1260.jpg,glioma
